5.5120731354E-3	0.0000000000E+0	2.9623815994E+4	0.0000000000E+0	0.0000000000E+0
5.4621194585E-3	0.0000000000E+0	2.9623670307E+4	1.0000000000E+0	0.0000000000E+0
5.4838126500E-3	0.0000000000E+0	2.9623777818E+4	2.0000000000E+0	0.0000000000E+0
5.5824516805E-3	0.0000000000E+0	2.9623671530E+4	3.0000000000E+0	0.0000000000E+0
5.5533860397E-3	0.0000000000E+0	2.9623828410E+4	4.0000000000E+0	0.0000000000E+0
5.4747601954E-3	0.0000000000E+0	2.9623717608E+4	5.0000000000E+0	0.0000000000E+0
5.5412898636E-3	0.0000000000E+0	2.9623807037E+4	6.0000000000E+0	0.0000000000E+0
5.5565282694E-3	0.0000000000E+0	2.9623720344E+4	7.0000000000E+0	0.0000000000E+0
5.5746716436E-3	0.0000000000E+0	2.9623880096E+4	8.0000000000E+0	0.0000000000E+0
5.5933893840E-3	0.0000000000E+0	2.9623779029E+4	9.0000000000E+0	0.0000000000E+0
5.5080421193E-3	0.0000000000E+0	2.9623747841E+4	1.0000000000E+1	0.0000000000E+0
5.4931544876E-3	0.0000000000E+0	2.9623780126E+4	1.1000000000E+1	0.0000000000E+0
5.5758462652E-3	0.0000000000E+0	2.9623751127E+4	1.2000000000E+1	0.0000000000E+0
5.5734889348E-3	0.0000000000E+0	2.9623773595E+4	1.3000000000E+1	0.0000000000E+0
5.5434531530E-3	0.0000000000E+0	2.9623780855E+4	1.4000000000E+1	0.0000000000E+0
5.4698656464E-3	0.0000000000E+0	2.9623710587E+4	1.5000000000E+1	0.0000000000E+0
5.2241420110E-3	0.0000000000E+0	2.9623786801E+4	1.6000000000E+1	0.0000000000E+0
5.2962408066E-3	0.0000000000E+0	2.9623741500E+4	1.7000000000E+1	0.0000000000E+0
5.3194866943E-3	0.0000000000E+0	2.9623795395E+4	1.8000000000E+1	0.0000000000E+0
5.3721017965E-3	0.0000000000E+0	2.9623756605E+4	1.9000000000E+1	0.0000000000E+0
5.3735031128E-3	0.0000000000E+0	2.9623752957E+4	2.0000000000E+1	0.0000000000E+0
5.2826789856E-3	0.0000000000E+0	2.9623773258E+4	2.1000000000E+1	0.0000000000E+0
5.1834527079E-3	0.0000000000E+0	2.9623803376E+4	2.2000000000E+1	0.0000000000E+0
5.2325402959E-3	0.0000000000E+0	2.9623824730E+4	2.3000000000E+1	0.0000000000E+0
5.3070700455E-3	0.0000000000E+0	2.9623718475E+4	2.4000000000E+1	0.0000000000E+0
5.2870342890E-3	0.0000000000E+0	2.9623787325E+4	2.5000000000E+1	0.0000000000E+0
5.2882038371E-3	0.0000000000E+0	2.9623728462E+4	2.6000000000E+1	0.0000000000E+0
