0.2385210070	0.0000000000	29619.0683355000	0.0000000000	0.0000000000
0.2388337718	0.0000000000	29619.0828160000	1.0000000000	0.0000000000
0.2386279658	0.0000000000	29619.0800317000	2.0000000000	0.0000000000
0.2380602954	0.0000000000	29619.0791773000	3.0000000000	0.0000000000
0.2383936240	0.0000000000	29619.0763327000	4.0000000000	0.0000000000
0.2385628493	0.0000000000	29619.0781255000	5.0000000000	0.0000000000
0.2380398557	0.0000000000	29619.0315607000	6.0000000000	-1.0000000000
0.2383828435	0.0000000000	29619.0676526000	7.0000000000	-1.0000000000
0.2383715949	0.0000000000	29619.0441427000	8.0000000000	-1.0000000000
0.2382818150	0.0000000000	29619.0593926000	9.0000000000	-1.0000000000
0.2384146637	0.0000000000	29619.0903889000	10.0000000000	-1.0000000000
0.2383096879	0.0000000000	29619.0776257000	11.0000000000	-1.0000000000
0.2385056369	0.0000000000	29619.0779499000	12.0000000000	-2.0000000000
0.2388868455	0.0000000000	29619.0676793000	13.0000000000	-2.0000000000
0.2391187644	0.0000000000	29619.0952155000	14.0000000000	-2.0000000000
0.2387360213	0.0000000000	29619.0835943000	15.0000000000	-2.0000000000
0.2388337940	0.0000000000	29619.0823342000	16.0000000000	-2.0000000000
0.2390151844	0.0000000000	29619.0789551000	17.0000000000	-2.0000000000
0.2393351129	0.0000000000	29619.0751876000	18.0000000000	-3.0000000000
0.2398302163	0.0000000000	29619.1394530000	19.0000000000	-3.0000000000
0.2385999626	0.0000000000	29619.0807967000	20.0000000000	-3.0000000000
0.2394748749	0.0000000000	29619.0971595000	21.0000000000	-3.0000000000
0.2378661706	0.0000000000	29619.1074826000	22.0000000000	-3.0000000000
0.2392371087	0.0000000000	29619.0743906000	23.0000000000	-3.0000000000
0.2386175219	0.0000000000	29619.1565111000	24.0000000000	-4.0000000000
0.2389771515	0.0000000000	29619.1328727000	25.0000000000	-4.0000000000
0.2393321232	0.0000000000	29619.1189426000	26.0000000000	-4.0000000000
