8.099999999999999645e+00	2.962498206690000006e+04
8.057228915662649982e+00	2.962498140760000024e+04
8.014457831325300319e+00	2.962497652580000067e+04
7.971686746987951544e+00	2.962496399839999867e+04
7.928915662650601881e+00	2.962495807340000101e+04
7.886144578313253106e+00	2.962496270169999843e+04
7.843373493975903443e+00	2.962495249619999959e+04
7.800602409638553780e+00	2.962495266980000088e+04
7.757831325301204117e+00	2.962494575990000158e+04
7.715060240963855342e+00	2.962494866679999905e+04
7.672289156626505680e+00	2.962494145840000056e+04
7.629518072289156017e+00	2.962494188310000027e+04
7.586746987951807242e+00	2.962493831140000111e+04
7.543975903614457579e+00	2.962493366020000030e+04
7.501204819277107916e+00	2.962492975060000026e+04
7.458433734939758253e+00	2.962492775149999943e+04
7.415662650602409478e+00	2.962491714460000003e+04
7.372891566265059815e+00	2.962491458440000133e+04
7.330120481927710152e+00	2.962490478920000169e+04
7.287349397590361377e+00	2.962490489249999882e+04
7.244578313253011714e+00	2.962490164379999987e+04
7.201807228915662051e+00	2.962489711240000179e+04
7.159036144578313277e+00	2.962489661490000071e+04
7.116265060240963614e+00	2.962489171340000030e+04
7.073493975903613951e+00	2.962488856619999933e+04
7.030722891566265176e+00	2.962488568360000136e+04
6.987951807228915513e+00	2.962488241289999860e+04
6.945180722891565850e+00	2.962487157189999925e+04
6.902409638554216187e+00	2.962487240050000037e+04
6.859638554216867412e+00	2.962486378989999866e+04
6.816867469879517749e+00	2.962486141960000168e+04
6.774096385542168086e+00	2.962485546640000030e+04
6.731325301204819311e+00	2.962485035989999960e+04
6.688554216867469648e+00	2.962484603159999824e+04
6.645783132530119985e+00	2.962484979730000123e+04
6.603012048192770322e+00	2.962484452199999942e+04
6.560240963855421548e+00	2.962483919759999844e+04
6.517469879518071885e+00	2.962483538939999926e+04
6.474698795180722222e+00	2.962483261130000028e+04
6.431927710843373447e+00	2.962482612950000112e+04
6.389156626506023784e+00	2.962482347630000004e+04
6.346385542168674121e+00	2.962481800880000083e+04
6.303614457831325346e+00	2.962481215380000140e+04
6.260843373493975683e+00	2.962480678429999898e+04
6.218072289156626020e+00	2.962480297540000174e+04
6.175301204819277245e+00	2.962479954519999956e+04
6.132530120481927582e+00	2.962479266070000085e+04
6.089759036144577919e+00	2.962479108039999846e+04
6.046987951807228256e+00	2.962478501250000045e+04
6.004216867469879482e+00	2.962478143590000036e+04
5.961445783132529819e+00	2.962477732560000004e+04
5.918674698795181044e+00	2.962477026729999852e+04
5.875903614457831381e+00	2.962476790800000163e+04
5.833132530120481718e+00	2.962476286750000145e+04
5.790361445783132055e+00	2.962475651590000052e+04
5.747590361445782392e+00	2.962475503960000060e+04
5.704819277108433617e+00	2.962474684540000089e+04
5.662048192771083954e+00	2.962474914450000142e+04
5.619277108433735179e+00	2.962474338759999955e+04
5.576506024096385516e+00	2.962473827900000106e+04
5.533734939759035854e+00	2.962474018179999985e+04
5.490963855421686191e+00	2.962473184459999902e+04
5.448192771084336528e+00	2.962472426370000176e+04
5.405421686746987753e+00	2.962471836239999902e+04
5.362650602409638978e+00	2.962471329390000028e+04
5.319879518072289315e+00	2.962470568400000047e+04
5.277108433734939652e+00	2.962470775030000004e+04
5.234337349397589989e+00	2.962469821629999933e+04
5.191566265060240326e+00	2.962470055430000139e+04
5.148795180722891551e+00	2.962469091069999922e+04
5.106024096385541888e+00	2.962468973059999917e+04
5.063253012048193114e+00	2.962468477980000171e+04
5.020481927710843451e+00	2.962468401770000128e+04
4.977710843373493788e+00	2.962467610309999873e+04
4.934939759036144125e+00	2.962466803879999861e+04
4.892168674698794462e+00	2.962465707610000027e+04
4.849397590361444799e+00	2.962465303389999826e+04
4.806626506024096912e+00	2.962465373199999885e+04
4.763855421686747249e+00	2.962465019730000131e+04
4.721084337349397586e+00	2.962463869770000019e+04
4.678313253012047923e+00	2.962463698529999965e+04
4.635542168674698260e+00	2.962463614479999887e+04
4.592771084337349485e+00	2.962463156349999917e+04
4.549999999999999822e+00	2.962462607539999954e+04
4.507228915662651048e+00	2.962461489960000108e+04
4.464457831325301385e+00	2.962460902820000047e+04
4.421686746987951722e+00	2.962460022269999899e+04
4.378915662650602059e+00	2.962460453380000035e+04
4.336144578313252396e+00	2.962458773020000081e+04
4.293373493975902733e+00	2.962459515520000059e+04
4.250602409638553958e+00	2.962458991239999887e+04
4.207831325301204295e+00	2.962458564589999878e+04
4.165060240963855520e+00	2.962458107010000094e+04
4.122289156626505857e+00	2.962457208030000038e+04
4.079518072289156194e+00	2.962455928439999843e+04
4.036746987951806531e+00	2.962456301019999955e+04
3.993975903614457756e+00	2.962454900400000042e+04
3.951204819277108093e+00	2.962455219909999869e+04
3.908433734939759319e+00	2.962454277699999875e+04
3.865662650602409656e+00	2.962453550320000068e+04
3.822891566265059993e+00	2.962453249679999863e+04
3.780120481927711218e+00	2.962452963269999964e+04
3.737349397590361555e+00	2.962452183270000023e+04
3.694578313253011892e+00	2.962450767880000058e+04
3.651807228915662229e+00	2.962450902510000014e+04
3.609036144578312566e+00	2.962449329800000123e+04
3.566265060240963791e+00	2.962449589930000002e+04
3.523493975903614128e+00	2.962448772079999981e+04
3.480722891566265353e+00	2.962448756100000173e+04
3.437951807228915690e+00	2.962447890900000129e+04
3.395180722891566027e+00	2.962447560679999879e+04
3.352409638554217253e+00	2.962446471069999825e+04
3.309638554216867590e+00	2.962445522169999822e+04
3.266867469879517927e+00	2.962444459170000118e+04
3.224096385542168264e+00	2.962444480919999842e+04
3.181325301204818601e+00	2.962443474680000145e+04
3.138554216867469826e+00	2.962443038579999848e+04
3.095783132530120163e+00	2.962441838640000060e+04
3.053012048192771388e+00	2.962440290789999926e+04
3.010240963855421725e+00	2.962439800539999851e+04
2.967469879518072062e+00	2.962440256949999821e+04
2.924698795180723288e+00	2.962438912590000109e+04
2.881927710843373625e+00	2.962438197900000159e+04
2.839156626506023962e+00	2.962437406380000175e+04
2.796385542168674299e+00	2.962435555689999819e+04
2.753614457831324636e+00	2.962435494829999880e+04
2.710843373493975861e+00	2.962434021550000034e+04
2.668072289156626198e+00	2.962434312700000009e+04
2.625301204819277423e+00	2.962433036200000060e+04
2.582530120481927760e+00	2.962431876339999872e+04
2.539759036144578097e+00	2.962431503910000174e+04
2.496987951807229322e+00	2.962429411239999899e+04
2.454216867469879659e+00	2.962430071070000122e+04
