0.0000000000	0.0000000000	0.0000000000	20095.7939285000	0.0000000000	29623.0527828000	0.0018056280	0.0000000000	0.0252818403	-0.0616054743	0.0000000002	2.0000000000
1.0000000000	0.0000000000	0.0000000000	20136.4186473000	0.0000000000	29623.0227233000	0.0018250672	0.0000000000	0.0252863019	-0.0616049724	0.0000000002	2.0000000000
2.0000000000	0.0000000000	0.0000000000	20497.0050000000	0.0000000000	29622.9923271000	0.0018664011	0.0000000000	0.0253826883	-0.0616063199	0.0000000001	2.0000000000
3.0000000000	0.0000000000	0.0000000000	20340.7954969000	0.0000000000	29622.9866349000	0.0019085659	0.0000000000	0.0253314364	-0.0616082116	0.0000000001	2.0000000000
4.0000000000	0.0000000000	0.0000000000	20639.2818910000	0.0000000000	29622.9852341000	0.0019756631	0.0000000000	0.0255062431	-0.0616093494	0.0000000000	2.0000000000
5.0000000000	0.0000000000	0.0000000000	21189.7771266000	0.0000000000	29622.9815510000	0.0020021691	0.0000000000	0.0254902814	-0.0616098321	0.0000000000	2.0000000000
6.0000000000	0.0000000000	0.0000000000	20527.2992945000	0.0000000000	29622.9841402000	0.0019335615	0.0000000000	0.0254825061	-0.0616096657	0.0000000000	2.0000000000
7.0000000000	0.0000000000	0.0000000000	20497.8028438000	0.0000000000	29622.9845447000	0.0019453253	0.0000000000	0.0255135975	-0.0615950134	0.0000000000	2.0000000000
8.0000000000	0.0000000000	0.0000000000	20511.5675544000	0.0000000000	29622.9850508000	0.0020059285	0.0000000000	0.0255536797	-0.0615875790	0.0000000000	2.0000000000
9.0000000000	0.0000000000	0.0000000000	20635.9620809000	0.0000000000	29622.9835859000	0.0020563960	0.0000000000	0.0254957204	-0.0615888705	0.0000000000	2.0000000000
10.0000000000	0.0000000000	0.0000000000	21402.5862190000	0.0000000000	29622.9756439000	0.0020958668	0.0000000000	0.0254174217	-0.0615878476	0.0000000000	2.0000000000
11.0000000000	0.0000000000	0.0000000000	20808.6930860000	0.0000000000	29622.9733720000	0.0021010213	0.0000000000	0.0254729305	-0.0615863284	0.0000000001	2.0000000000
12.0000000000	0.0000000000	0.0000000000	20114.7653986000	0.0000000000	29622.9720325000	0.0020588113	0.0000000000	0.0255065604	-0.0615871415	0.0000000002	2.0000000000
13.0000000000	0.0000000000	0.0000000000	20107.1838279000	0.0000000000	29622.9673721000	0.0020680026	0.0000000000	0.0253636706	-0.0615886858	0.0000000002	2.0000000000
14.0000000000	0.0000000000	0.0000000000	20047.2698246000	0.0000000000	29622.9621610000	0.0020747338	0.0000000000	0.0254526601	-0.0615887281	0.0000000002	2.0000000000
15.0000000000	0.0000000000	0.0000000000	19683.9896900000	0.0000000000	29622.9577894000	0.0019815736	0.0000000000	0.0255278659	-0.0615881552	0.0000000003	2.0000000000
